heldout_site,mapping,missing_indicators,domain,conformal_method,alpha,metric,n_repeats,mean,sd,min,q25,median,q75,max
Cleveland,isotonic,False,id_test,marginal,0.1,avg_set_size,10,1.4010752688172043,0.2256100870035907,1.118279569892473,1.2016129032258065,1.3978494623655915,1.575268817204301,1.7204301075268817
Cleveland,isotonic,False,id_test,marginal,0.1,singleton_rate,10,0.5989247311827957,0.2256100870035907,0.27956989247311825,0.42473118279569894,0.6021505376344085,0.7983870967741936,0.8817204301075269
Cleveland,isotonic,False,id_test,marginal,0.1,singleton_accuracy,10,0.9102439773328355,0.042271632502585,0.8536585365853658,0.8778409090909091,0.9089026915113871,0.945220193340494,0.9666666666666667
Cleveland,isotonic,False,id_test,marginal,0.1,class0_coverage,10,0.9111111111111111,0.06252571487457084,0.8055555555555556,0.8888888888888888,0.9027777777777777,0.9652777777777778,1.0
Cleveland,isotonic,False,id_test,marginal,0.1,class1_coverage,10,0.956140350877193,0.04072628151223428,0.8771929824561403,0.9254385964912281,0.9736842105263157,0.9824561403508771,1.0
Cleveland,isotonic,False,id_test,marginal,0.1,class0_avg_set_size,10,1.411111111111111,0.18966796487510174,1.1388888888888888,1.2708333333333333,1.4583333333333335,1.5138888888888888,1.75
Cleveland,isotonic,False,id_test,marginal,0.1,class1_avg_set_size,10,1.3947368421052633,0.2620835770794919,1.105263157894737,1.1578947368421053,1.3596491228070176,1.6008771929824561,1.8070175438596492
Cleveland,isotonic,False,id_test,marginal,0.1,class0_singleton_accuracy,10,0.8560106861080594,0.08178973129055314,0.75,0.7833333333333333,0.8611111111111112,0.8986842105263158,1.0
Cleveland,isotonic,False,id_test,marginal,0.1,class1_singleton_accuracy,10,0.9361388138060015,0.04203015185119012,0.86,0.9037433155080214,0.9529346622369879,0.9621031746031746,1.0
Cleveland,isotonic,False,id_test,marginal,0.1,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland,isotonic,False,id_test,marginal,0.2,coverage,10,0.8763440860215054,0.05394235463545668,0.7634408602150538,0.8602150537634409,0.8709677419354839,0.9032258064516129,0.946236559139785
Cleveland,isotonic,False,id_test,marginal,0.2,avg_set_size,10,1.1344086021505375,0.1442847111675294,0.9247311827956989,1.0672043010752688,1.096774193548387,1.2096774193548387,1.4516129032258065
Cleveland,isotonic,False,id_test,marginal,0.2,singleton_rate,10,0.8505376344086022,0.12676725695766008,0.5483870967741935,0.7903225806451613,0.9032258064516129,0.9247311827956989,0.967741935483871
Cleveland,isotonic,False,id_test,marginal,0.2,singleton_accuracy,10,0.8666521928286723,0.03249193653680333,0.8255813953488372,0.8475034199726402,0.8590222960808752,0.8849765258215962,0.9295774647887324
Cleveland,isotonic,False,id_test,marginal,0.2,class0_coverage,10,0.7972222222222222,0.11933313791739751,0.5833333333333334,0.7083333333333333,0.8055555555555556,0.8819444444444444,0.9722222222222222
Cleveland,isotonic,False,id_test,marginal,0.2,class1_coverage,10,0.9263157894736841,0.036800310462110575,0.8596491228070176,0.9166666666666666,0.9298245614035088,0.9429824561403508,0.9824561403508771
Cleveland,isotonic,False,id_test,marginal,0.2,class0_avg_set_size,10,1.1361111111111113,0.1312399973326075,0.8611111111111112,1.1111111111111112,1.125,1.2291666666666667,1.3333333333333333
Cleveland,isotonic,False,id_test,marginal,0.2,class1_avg_set_size,10,1.1333333333333333,0.17371472746651062,0.9649122807017544,1.0394736842105263,1.0789473684210527,1.1578947368421053,1.5789473684210527
Cleveland,isotonic,False,id_test,marginal,0.2,class0_singleton_accuracy,10,0.7794406041986687,0.10334060171326695,0.6451612903225806,0.6939732142857142,0.775,0.8287037037037037,0.9629629629629629
