horizon_day,repeat,domain,conformal_method,aggregation,coverage,avg_set_size,singleton_rate,class0_coverage,class1_coverage,class0_avg_set_size,class1_avg_set_size,class0_singleton_accuracy,class1_singleton_accuracy
56,4,ood_test,label_conditional,size_weighted,0.872479240806643,1.4682680901542111,0.5317319098457889,0.8835176696124812,0.8425490186301994,1.5102123623549288,1.4095393094083848,0.7138738357003438,0.7529690176625177
56,4,ood_test,marginal,equal_pair,0.9061896936193831,1.5054687840651897,0.49453121593481036,0.9679168412536919,0.7868452163576398,1.495726307074992,1.5371762333502248,0.9243177280916277,0.5292411905991324
56,4,ood_test,marginal,size_weighted,0.8942269671807038,1.4620403321470936,0.5379596678529063,0.9657901198070092,0.7617586173146869,1.4502555739365706,1.4935244571233512,0.9220816221993313,0.5535433992433131
56,5,id_test,label_conditional,equal_pair,0.9048898209232106,1.5754338080429982,0.42456619195700157,0.8892179828097105,0.9354026837310919,1.6320218509069275,1.4958229182483422,0.6817877451321913,0.8728224343496536
56,5,id_test,label_conditional,size_weighted,0.9059011433982024,1.5474451857582363,0.4525548142417637,0.8916502177941655,0.9289323979598222,1.605018080396303,1.4724812550799173,0.7181142433135843,0.8649872058409361
56,5,id_test,marginal,equal_pair,0.920368271541395,1.5429892408717711,0.45701075912822897,0.9604189704187459,0.8483680275158513,1.5386833395010335,1.5657161772168502,0.9063404528478056,0.6070994632416704
56,5,id_test,marginal,size_weighted,0.9168907350289266,1.514318601047929,0.4856813989520711,0.9535419953243707,0.8578707763021244,1.510809205877655,1.5308429967640602,0.8995375299822361,0.6731526915143672
56,5,ood_test,label_conditional,equal_pair,0.8894137323903006,1.5410900615513505,0.4589099384486492,0.9036170129177692,0.8619971839205323,1.5892787752077249,1.466292181648459,0.7157357757167588,0.7738009376578264
56,5,ood_test,label_conditional,size_weighted,0.8862198497429814,1.4987149070778965,0.5012850929221035,0.9138448565781151,0.8306407158287384,1.5392685453328256,1.4418342803111646,0.7655601382324343,0.7407138462593226
56,5,ood_test,marginal,equal_pair,0.9094203184644221,1.5137313774214651,0.48626862257853504,0.9736893508331647,0.7864401324698163,1.5020156815549077,1.5513151041431676,0.9372433347269516,0.5302963769569533
56,5,ood_test,marginal,size_weighted,0.8963028865164097,1.4654013444049032,0.5345986555950969,0.9706849285353549,0.7596656892409068,1.4526842954857735,1.5013479278360171,0.9334172856020561,0.5559085121043218
56,6,id_test,label_conditional,equal_pair,0.8989407921885044,1.530779473728825,0.46922052627117494,0.9005490748225894,0.8828889957199338,1.5889193651094462,1.4624013706431296,0.7563802756899218,0.7624769069881102
56,6,id_test,label_conditional,size_weighted,0.907727640650151,1.5314565138917453,0.46854348610825464,0.9083478751520387,0.9003801643973228,1.5976472426588828,1.4510048808834828,0.7676622834669218,0.80756180963978
56,6,id_test,marginal,equal_pair,0.906631417347656,1.4862813858448796,0.5137186141551203,0.9750270313201553,0.7821315748834051,1.4806624437599671,1.5127090434523711,0.9500214817611131,0.5433984038558393
56,6,id_test,marginal,size_weighted,0.9094024436267011,1.4890187290653307,0.5109812709346692,0.9721566383988111,0.8095682108370608,1.488214412467742,1.5002144540730684,0.9450990579556654,0.6196035117445826
56,6,ood_test,label_conditional,equal_pair,0.8799301459013448,1.5224490590046156,0.47755094099538437,0.8618157518533841,0.8996895125082519,1.5723998993505417,1.4575673981076431,0.646304310732236,0.8053138353039242
