domain_family,condition,repeat,seed,model,auroc_id_test,auroc_ood_test,brier_id_test,brier_ood_test,ece_id_test,ece_ood_test,delta_auroc,delta_ece,delta_brier,condition_id
HeartDisease,Hungary,5,20261474,logistic_regression,0.8377321603128054,0.8844841429144922,0.1388750255441238,0.1288325713273506,0.0721615102524719,0.0641884646398377,0.04675198260168678,-0.007973045612634205,-0.010042454216773189,HeartDisease|Hungary
HeartDisease,Hungary,6,20261623,lightgbm,0.8851417399804496,0.8964271376957046,0.1170423639006195,0.1627576332352662,0.0979141018163633,0.1960246554138292,0.011285397715254941,0.09811055359746591,0.0457152693346467,HeartDisease|Hungary
HeartDisease,Hungary,6,20261623,logistic_regression,0.8812316715542522,0.8757025291047772,0.1184792646259836,0.1594809416920891,0.0869967936525081,0.1736394105589249,-0.005529142449475,0.0866426169064168,0.041001677066105496,HeartDisease|Hungary
HeartDisease,Hungary,7,20261772,lightgbm,0.855327468230694,0.8826776395022079,0.1355686469893383,0.1661287561097019,0.0833102117127633,0.1755396597039474,0.027350171271513846,0.09222944799118409,0.03056010912036361,HeartDisease|Hungary
HeartDisease,Hungary,7,20261772,logistic_regression,0.8597262952101662,0.884684865515857,0.1401665165742487,0.1337447865939992,0.1070980221284445,0.098974826495879,0.02495857030569082,-0.0081231956325655,-0.006421729980249508,HeartDisease|Hungary
HeartDisease,Hungary,8,20261921,lightgbm,0.9032258064516128,0.8829787234042552,0.1238455412596279,0.1668609168303535,0.0983785661658208,0.1733350384389341,-0.02024708304735756,0.0749564722731133,0.0430153755707256,HeartDisease|Hungary
HeartDisease,Hungary,8,20261921,logistic_regression,0.873900293255132,0.8735447611401044,0.1283288411706806,0.1569250537509129,0.1151310217809853,0.1432645271972166,-0.0003555321150275903,0.028133505416231303,0.02859621258023229,HeartDisease|Hungary
HeartDisease,Hungary,9,20262070,lightgbm,0.9007820136852396,0.8752007226013649,0.1085914408859528,0.1395283022827527,0.1105693307469492,0.0835888472770313,-0.025581291083874635,-0.02698048346991791,0.03093686139679991,HeartDisease|Hungary
HeartDisease,Hungary,9,20262070,logistic_regression,0.8993157380254154,0.8867924528301887,0.1149748246944499,0.1425471298849914,0.1228423804095853,0.1362595388249679,-0.012523285195226719,0.013417158415382616,0.027572305190541505,HeartDisease|Hungary
HeartDisease,Switzerland,0,20260730,lightgbm,0.937482634065018,0.7293478260869566,0.1017318811082925,0.2158985196867038,0.1142187039994128,0.3250915676399203,-0.2081348079780614,0.2108728636405075,0.11416663857841129,HeartDisease|Switzerland
HeartDisease,Switzerland,0,20260730,logistic_regression,0.9330369547096417,0.7358695652173913,0.1030868150798821,0.2348953927006787,0.0981140434214812,0.3508705559245927,-0.19716738949225032,0.2527565125031115,0.1318085776207966,HeartDisease|Switzerland
HeartDisease,Switzerland,1,20260879,lightgbm,0.8624617949430398,0.7152173913043478,0.1468790069347638,0.1660239820812946,0.1228623105266093,0.2844178369826845,-0.14724440363869196,0.16155552645607524,0.019144975146530796,HeartDisease|Switzerland
HeartDisease,Switzerland,1,20260879,logistic_regression,0.873853848291192,0.7510869565217391,0.1391447983312088,0.1952737448580234,0.0783764739761133,0.3138009288832658,-0.12276689176945288,0.23542445490715247,0.056128946526814605,HeartDisease|Switzerland
HeartDisease,Switzerland,2,20261028,lightgbm,0.9169213670464018,0.692391304347826,0.1192596528545506,0.2533316789430365,0.1073225278868635,0.3995991119356931,-0.22453006269857578,0.2922765840488296,0.1340720260884859,HeartDisease|Switzerland
HeartDisease,Switzerland,2,20261028,logistic_regression,0.9433175882189496,0.7369565217391304,0.0996366509624284,0.2362618496548274,0.0946113377086856,0.3843133997388641,-0.20636106647981922,0.28970206203017845,0.13662519869239903,HeartDisease|Switzerland
HeartDisease,Switzerland,3,20261177,lightgbm,0.8507918866351765,0.7043478260869566,0.1566544403411575,0.1726472296041347,0.1426091216314442,0.2856158916635565,-0.1464440605482199,0.1430067700321123,0.015992789262977203,HeartDisease|Switzerland
HeartDisease,Switzerland,3,20261177,logistic_regression,0.8330091692136704,0.7217391304347827,0.1675837248214167,0.1919148823447956,0.0912253987641018,0.3044889510599793,-0.11127003877888775,0.2132635522958775,0.024331157523378888,HeartDisease|Switzerland
HeartDisease,Switzerland,4,20261326,lightgbm,0.8666296193387051,0.7347826086956522,0.1532751758737026,0.2105004353844474,0.1085925936061178,0.3212906025536823,-0.13184701064305293,0.21269800894756452,0.05722525951074481,HeartDisease|Switzerland
